id,name,parents,children,ancestors,obsolete,format-version,data-version,property_value,ontology,xref,is_a,http://www.orpha.net/ORDO/Orphanet_410295,http://www.orpha.net/ORDO/Orphanet_317345,http://www.orpha.net/ORDO/Orphanet_317343,http://www.orpha.net/ORDO/Orphanet_327767,http://www.orpha.net/ORDO/Orphanet_317349,http://www.orpha.net/ORDO/Orphanet_317348,http://www.orpha.net/ORDO/Orphanet_410296,http://www.orpha.net/ORDO/Orphanet_317344,http://www.orpha.net/ORDO/Orphanet_465410,http://www.orpha.net/ORDO/Orphanet_317346,xref_new,icd10,mesh,meddra,umls,omim,icd11,ensembl,genatlas,hgnc,swissprot,reactome,iuphar
159740,potassium inwardly rectifying channel subfamily J member 13,410298,NA,C010; 410298; 159740,FALSE,NA,NA,NA,NA,ensembl:ensg00000115474; genatlas:kcnj13; hgnc:6259; iuphar:443; omim:603208; swissprot:o60928,410298,NA,NA,91496; 65,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
159744,LFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase,410298,NA,C010; 410298; 159744,FALSE,NA,NA,NA,NA,ensembl:ensg00000106003; genatlas:lfng; hgnc:6560; omim:602576; reactome:q8nes3; swissprot:q8nes3,410298,NA,NA,2311,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
159747,LDL receptor related protein 2,410298,NA,C010; 410298; 159747,FALSE,NA,NA,NA,NA,ensembl:ensg00000081479; genatlas:lrp2; hgnc:6694; omim:600073; reactome:p98164; swissprot:p98164,410298,NA,NA,2143,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
159752,LDL receptor related protein 6,410298,NA,C010; 410298; 159752,FALSE,NA,NA,NA,NA,ensembl:ensg00000070018; genatlas:lrp6; hgnc:6698; omim:603507; reactome:o75581; swissprot:o75581,410298,99798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
159756,MALT1 paracaspase,410298,NA,C010; 410298; 159756,FALSE,NA,NA,NA,NA,ensembl:ensg00000172175; genatlas:malt1; hgnc:6819; iuphar:2983; omim:604860; reactome:q9udy8; swissprot:q9udy8,410298,NA,NA,397964,NA,NA,52417,NA,NA,NA,NA,NA,,,,,,,,,,,,
159769,achaete-scute family bHLH transcription factor 1,410298,NA,C010; 410298; 159769,FALSE,NA,NA,NA,NA,ensembl:ensg00000139352; genatlas:ascl1; hgnc:738; omim:100790; reactome:p50553; swissprot:p50553,410298,NA,NA,99803,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
159773,mitochondrially encoded ATP synthase membrane subunit 8,410298,NA,C010; 410298; 159773,FALSE,NA,NA,NA,NA,ensembl:ensg00000228253; genatlas:mt-atp8; hgnc:7415; iuphar:809; omim:516070; reactome:p03928; swissprot:p03928,410298,NA,NA,397750; 254913,480,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
159785,"MYC proto-oncogene, bHLH transcription factor",410298,NA,C010; 410298; 159785,FALSE,NA,NA,NA,NA,ensembl:ensg00000136997; genatlas:myc; hgnc:7553; omim:190080; reactome:p01106; swissprot:p01106,410298,NA,NA,NA,NA,NA,543; 99861; 480541,NA,NA,NA,NA,NA,,,,,,,,,,,,
159788,NFKB inhibitor alpha,410298,NA,C010; 410298; 159788,FALSE,NA,NA,NA,NA,ensembl:ensg00000100906; genatlas:nfkbia; hgnc:7797; omim:164008; reactome:p25963; swissprot:p25963,410298,NA,NA,98813,NA,NA,NA,NA,150,251579; 251576,NA,NA,,,,,,,,,,,,
159793,nucleophosmin 1,410298,NA,C010; 410298; 159793,FALSE,NA,NA,NA,NA,ensembl:ensg00000181163; genatlas:npm1; hgnc:7910; omim:164040; reactome:p06748; swissprot:p06748,410298,1775,NA,NA,NA,NA,520; 98842; 300865,NA,402026; 98834; 98833,NA,NA,NA,,,,,,,,,,,,
1598,Monosomy 18p,377788; 557493,NA,C001; 557493; 377788; 1598,FALSE,NA,NA,"C029 ""2.0"" xsd:float",NA,icd10:q93.5; omim:146390; umls:c0432442,377788; 557493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
159810,phosphorylase kinase catalytic subunit gamma 2,410298,NA,C010; 410298; 159810,FALSE,NA,NA,NA,NA,ensembl:ensg00000156873; genatlas:phkg2; hgnc:8931; iuphar:2147; omim:172471; reactome:p15735; swissprot:p15735,410298,NA,NA,264580,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
159813,PLAG1 like zinc finger 1,410298,NA,C010; 410298; 159813,FALSE,NA,NA,NA,NA,ensembl:ensg00000118495; genatlas:plagl1; hgnc:9046; omim:603044; reactome:q9um63; swissprot:q9um63,410298,NA,NA,99886,NA,96191,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
159821,prominin 1,410298,NA,C010; 410298; 159821,FALSE,NA,NA,NA,NA,ensembl:ensg00000007062; genatlas:prom1; hgnc:9454; omim:604365; swissprot:o43490,410298,NA,NA,319640; 1872; 791; 827,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
159893,actin beta,410298,NA,C010; 410298; 159893,FALSE,NA,NA,NA,NA,ensembl:ensg00000075624; genatlas:actb; hgnc:132; omim:102630; reactome:p60709; swissprot:p60709,410298,NA,NA,79107,NA,NA,NA,2995,64755,NA,NA,NA,,,,,,,,,,,,
159895,aminoacylase 1,410298,NA,C010; 410298; 159895,FALSE,NA,NA,NA,NA,ensembl:ensg00000243989; genatlas:acy1; hgnc:177; omim:104620; reactome:q03154; swissprot:q03154,410298,137754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
159897,twinkle mtDNA helicase,410298,NA,C010; 410298; 159897,FALSE,NA,NA,NA,NA,ensembl:ensg00000107815; genatlas:c10orf2; hgnc:1160; omim:606075; reactome:q96rr1; swissprot:q96rr1,410298,NA,NA,2855; 254892; 1186; 363534,70595,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
159904,"inositol 1,4,5-trisphosphate receptor type 1",410298,NA,C010; 410298; 159904,FALSE,NA,NA,NA,NA,ensembl:ensg00000150995; genatlas:itpr1; hgnc:6180; iuphar:743; omim:147265; reactome:q14643; swissprot:q14643,410298,NA,NA,98769; 208513; 1065,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
159910,mitogen-activated protein kinase 1,410298,NA,C010; 410298; 159910,FALSE,NA,NA,NA,NA,ensembl:ensg00000100030; genatlas:mapk1; hgnc:6871; iuphar:1495; omim:176948; reactome:p28482; swissprot:p28482,410298,NA,NA,NA,NA,261330,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
159912,phosphoserine aminotransferase 1,410298,NA,C010; 410298; 159912,FALSE,NA,NA,NA,NA,ensembl:ensg00000135069; genatlas:psat1; hgnc:19129; omim:610936; reactome:q9y617; swissprot:q9y617,410298,NA,NA,284417; 583602,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
159915,"small nucleolar RNA, C/D box 115 cluster",410299,NA,C010; 410299; 159915,FALSE,NA,NA,NA,NA,genatlas:snord115@; hgnc:32780; omim:609837,410299,NA,NA,NA,NA,177901; 177904; 177910,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
159918,activin A receptor type 2B,410298,NA,C010; 410298; 159918,FALSE,NA,NA,NA,NA,ensembl:ensg00000114739; genatlas:acvr2b; hgnc:174; iuphar:1792; omim:602730; reactome:q13705; swissprot:q13705,410298,NA,157769,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
159921,angiotensin II receptor type 2,410298,NA,C010; 410298; 159921,FALSE,NA,NA,NA,NA,ensembl:ensg00000180772; genatlas:agtr2; hgnc:338; iuphar:35; omim:300034; reactome:p50052; swissprot:p50052,410298,NA,NA,777,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
159924,discs large MAGUK scaffold protein 3,410298,NA,C010; 410298; 159924,FALSE,NA,NA,NA,NA,ensembl:ensg00000082458; genatlas:dlg3; hgnc:2902; omim:300189; reactome:q92796; swissprot:q92796,410298,NA,NA,777,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
159931,interleukin 1 receptor accessory protein like 1,410298,NA,C010; 410298; 159931,FALSE,NA,NA,NA,NA,ensembl:ensg00000169306; genatlas:il1rapl1; hgnc:5996; omim:300206; reactome:q9nzn1; swissprot:q9nzn1,410298,NA,NA,777,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
159936,oligophrenin 1,410298,NA,C010; 410298; 159936,FALSE,NA,NA,NA,NA,ensembl:ensg00000079482; genatlas:ophn1; hgnc:8148; omim:300127; reactome:o60890; swissprot:o60890,410298,NA,NA,137831,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
159942,p21 (RAC1) activated kinase 3,410298,NA,C010; 410298; 159942,FALSE,NA,NA,NA,NA,ensembl:ensg00000077264; genatlas:pak3; hgnc:8592; iuphar:2135; omim:300142; reactome:o75914; swissprot:o75914,410298,777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
159945,tumor suppressor candidate 3,410298,NA,C010; 410298; 159945,FALSE,NA,NA,NA,NA,ensembl:ensg00000104723; genatlas:tusc3; hgnc:30242; iuphar:3040; omim:601385; reactome:q13454; swissprot:q13454,410298,NA,NA,88616,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
159950,transcription factor AP-2 alpha,410298,NA,C010; 410298; 159950,FALSE,NA,NA,NA,NA,ensembl:ensg00000137203; genatlas:tfap2a; hgnc:11742; omim:107580; reactome:p05549; swissprot:p05549,410298,NA,NA,1297,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
159955,ubiquinol-cytochrome c reductase complex III subunit VII,410298,NA,C010; 410298; 159955,FALSE,NA,NA,NA,NA,ensembl:ensg00000164405; genatlas:uqcrq; hgnc:29594; omim:612080; reactome:o14949; swissprot:o14949,410298,NA,NA,1460,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
159976,lens intrinsic membrane protein 2,410298,NA,C010; 410298; 159976,FALSE,NA,NA,NA,NA,ensembl:ensg00000105370; genatlas:lim2; hgnc:6610; omim:154045; swissprot:p55344,410298,NA,NA,98994,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
159980,"lipase C, hepatic type",410298,NA,C010; 410298; 159980,FALSE,NA,NA,NA,NA,ensembl:ensg00000166035; genatlas:lipc; hgnc:6619; omim:151670; reactome:p11150; swissprot:p11150,410298,NA,NA,140905,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
159982,insulin like growth factor binding protein acid labile subunit,410298,NA,C010; 410298; 159982,FALSE,NA,NA,NA,NA,ensembl:ensg00000099769; genatlas:igfals; hgnc:5468; omim:601489; reactome:p35858; swissprot:p35858,410298,NA,NA,140941,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
159984,PNKD metallo-beta-lactamase domain containing,410298,NA,C010; 410298; 159984,FALSE,NA,NA,NA,NA,ensembl:ensg00000127838; genatlas:pnkd; hgnc:9153; omim:609023; reactome:q8n490; swissprot:q8n490,410298,NA,NA,98810,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
16,Blue cone monochromatism,377788; 557493,NA,C001; 557493; 377788; 16,FALSE,NA,NA,"C028 ""1.0"" xsd:float; C029 ""1.0"" xsd:float",NA,icd10:h53.5; mesh:c536238; mesh:c538165; omim:303700; umls:c0339537; umls:c2931753,377788; 557493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
160,Castleman disease,377788; 557493,NA,C001; 557493; 377788; 160,FALSE,NA,NA,NA,NA,icd10:d47.7; mesh:c536362; mesh:d005871; meddra:10050251; omim:148000; umls:c0017531; umls:c2931179,377788; 557493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
1600,Monosomy 18q,377789; 557493,NA,C001; 557493; 377789; 1600,FALSE,NA,NA,"C029 ""2.5"" xsd:float",NA,icd10:q93.5; omim:601808; umls:c0432443; umls:c2931249,377789; 557493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
160001,"dystonia 13, torsion",410297,NA,C010; 410297; 160001,FALSE,NA,NA,NA,NA,hgnc:3101,410297,NA,NA,98807,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
160003,cytochrome P450 family 4 subfamily F member 22,410298,NA,C010; 410298; 160003,FALSE,NA,NA,NA,NA,ensembl:ensg00000171954; genatlas:cyp4f22; hgnc:26820; iuphar:1349; omim:611495; reactome:q6nt55; swissprot:q6nt55,410298,NA,NA,313,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
160006,retina and anterior neural fold homeobox,410298,NA,C010; 410298; 160006,FALSE,NA,NA,NA,NA,ensembl:ensg00000134438; genatlas:rax; hgnc:18662; omim:601881; swissprot:q9y2v3,410298,NA,NA,35612; 98938,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
160008,A-kinase anchoring protein 9,410298,NA,C010; 410298; 160008,FALSE,NA,NA,NA,NA,ensembl:ensg00000127914; genatlas:akap9; hgnc:379; omim:604001; reactome:q99996; swissprot:q99996,410298,101016,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
160018,sodium voltage-gated channel beta subunit 4,410298,NA,C010; 410298; 160018,FALSE,NA,NA,NA,NA,ensembl:ensg00000177098; genatlas:scn4b; hgnc:10592; omim:608256; reactome:q8iwt1; swissprot:q8iwt1,410298,NA,NA,334,NA,NA,NA,101016,NA,NA,NA,NA,,,,,,,,,,,,
160020,ALK receptor tyrosine kinase,410298,NA,C010; 410298; 160020,FALSE,NA,NA,NA,NA,ensembl:ensg00000171094; genatlas:alk; hgnc:427; iuphar:1839; omim:105590; reactome:q9um73; swissprot:q9um73,410298,NA,635,NA,NA,NA,178342; 364043; 146,NA,635; 300895,357191,NA,NA,,,,,,,,,,,,
160048,aurora kinase C,410298,NA,C010; 410298; 160048,FALSE,NA,NA,NA,NA,ensembl:ensg00000105146; genatlas:aurkc; hgnc:11391; iuphar:1938; omim:603495; reactome:q9uqb9; swissprot:q9uqb9,410298,137893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
160053,apolipoprotein C3,410298,NA,C010; 410298; 160053,FALSE,NA,NA,NA,NA,ensembl:ensg00000110245; genatlas:apoc3; hgnc:610; omim:107720; reactome:p02656; swissprot:p02656,410298,79506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
160055,beaded filament structural protein 1,410298,NA,C010; 410298; 160055,FALSE,NA,NA,NA,NA,ensembl:ensg00000125864; genatlas:bfsp1; hgnc:1040; omim:603307; swissprot:q12934,410298,NA,NA,98991,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
160064,complement C3,410298,NA,C010; 410298; 160064,FALSE,NA,NA,NA,NA,ensembl:ensg00000125730; genatlas:c3; hgnc:1318; omim:120700; reactome:p01024; swissprot:p01024,410298,280133,NA,544472,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
160067,complement C4A (Rodgers blood group),410298,NA,C010; 410298; 160067,FALSE,NA,NA,NA,NA,ensembl:ensg00000244731; genatlas:c4a; hgnc:1323; omim:120810; reactome:p0c0l4; swissprot:p0c0l4,410298,NA,117; 300345; 536,169147,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
160082,complement C4B (Chido blood group),410298,NA,C010; 410298; 160082,FALSE,NA,NA,NA,NA,ensembl:ensg00000224389; genatlas:c4b; hgnc:1324; omim:120820; reactome:p0c0l5; swissprot:p0c0l5,410298,NA,536,169147,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
160093,complement C5,410298,NA,C010; 410298; 160093,FALSE,NA,NA,NA,NA,ensembl:ensg00000106804; genatlas:c5; hgnc:1331; omim:120900; reactome:p01031; swissprot:p01031,410298,NA,NA,169150,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
160107,complement C6,410298,NA,C010; 410298; 160107,FALSE,NA,NA,NA,NA,ensembl:ensg00000039537; genatlas:c6; hgnc:1339; omim:217050; reactome:p13671; swissprot:p13671,410298,NA,NA,169150,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
160112,complement C7,410298,NA,C010; 410298; 160112,FALSE,NA,NA,NA,NA,ensembl:ensg00000112936; genatlas:c7; hgnc:1346; omim:217070; reactome:p10643; swissprot:p10643,410298,NA,NA,169150,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
160117,complement C8 alpha chain,410298,NA,C010; 410298; 160117,FALSE,NA,NA,NA,NA,ensembl:ensg00000157131; genatlas:c8a; hgnc:1352; omim:120950; reactome:p07357; swissprot:p07357,410298,NA,NA,169150,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
160119,complement C8 beta chain,410298,NA,C010; 410298; 160119,FALSE,NA,NA,NA,NA,ensembl:ensg00000021852; genatlas:c8b; hgnc:1353; omim:120960; reactome:p07358; swissprot:p07358,410298,NA,NA,169150,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
160121,complement C8 gamma chain,410298,NA,C010; 410298; 160121,FALSE,NA,NA,NA,NA,ensembl:ensg00000176919; genatlas:c8g; hgnc:1354; omim:120930; reactome:p07360; swissprot:p07360,410298,NA,NA,169150,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
160126,complement C9,410298,NA,C010; 410298; 160126,FALSE,NA,NA,NA,NA,ensembl:ensg00000113600; genatlas:c9; hgnc:1358; omim:120940; reactome:p02748; swissprot:p02748,410298,NA,NA,169150,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
160128,calcium voltage-gated channel auxiliary subunit alpha2delta 4,410298,NA,C010; 410298; 160128,FALSE,NA,NA,NA,NA,ensembl:ensg00000151062; genatlas:cacna2d4; hgnc:20202; omim:608171; reactome:q7z3s7; swissprot:q7z3s7,410298,NA,NA,1872,215,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
160142,complement C3d receptor 2,410298,NA,C010; 410298; 160142,FALSE,NA,NA,NA,NA,ensembl:ensg00000117322; genatlas:cr2; hgnc:2336; omim:120650; reactome:p20023; swissprot:p20023,410298,NA,536,1572,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
160148,Cap polyposis,377788; 557493,NA,C001; 557493; 377788; 160148,FALSE,NA,NA,"C024 ""67.0"" xsd:float",NA,icd10:d12.6,377788; 557493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
160236,erb-b2 receptor tyrosine kinase 3,410298,NA,C010; 410298; 160236,FALSE,NA,NA,NA,NA,ensembl:ensg00000065361; genatlas:erbb3; hgnc:3431; iuphar:1798; omim:190151; reactome:p21860; swissprot:p21860,410298,137776,NA,388,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
160240,espin,410298,NA,C010; 410298; 160240,FALSE,NA,NA,NA,NA,ensembl:ensg00000187017; genatlas:espn; hgnc:13281; omim:606351; swissprot:b1ak53,410298,NA,NA,231169; 90636,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
160244,estrogen related receptor beta,410298,NA,C010; 410298; 160244,FALSE,NA,NA,NA,NA,ensembl:ensg00000119715; genatlas:esrrb; hgnc:3473; iuphar:623; omim:602167; reactome:o95718; swissprot:o95718,410298,NA,NA,90636,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
160253,MDS1 and EVI1 complex locus,410298,NA,C010; 410298; 160253,FALSE,NA,NA,NA,NA,ensembl:ensg00000085276; genatlas:mecom; hgnc:3498; omim:165215; reactome:q03112; swissprot:q03112,410298,NA,NA,71289,NA,NA,402020,NA,NA,NA,NA,NA,,,,,,,,,,,,
160257,GLE1 RNA export mediator,410298,NA,C010; 410298; 160257,FALSE,NA,NA,NA,NA,ensembl:ensg00000119392; genatlas:gle1; hgnc:4315; omim:603371; reactome:q53gs7; swissprot:q53gs7,410298,NA,NA,803; 53696; 1486,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
160265,interleukin 2 receptor subunit alpha,410298,NA,C010; 410298; 160265,FALSE,NA,NA,NA,NA,ensembl:ensg00000134460; genatlas:il2ra; hgnc:6008; iuphar:1695; omim:147730; reactome:p01589; swissprot:p01589,410298,NA,85410; 85408,169100,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
160278,intraflagellar transport 80,410298,NA,C010; 410298; 160278,FALSE,NA,NA,NA,NA,ensembl:ensg00000068885; genatlas:ift80; hgnc:29262; omim:611177; reactome:q9p2h3; swissprot:q9p2h3,410298,NA,NA,474; 93271; 93268,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
160283,glycogen synthase 1,410298,NA,C010; 410298; 160283,FALSE,NA,NA,NA,NA,ensembl:ensg00000104812; genatlas:gys1; hgnc:4706; omim:138570; reactome:p13807; swissprot:p13807,410298,NA,NA,137625,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
160288,MARVEL domain containing 2,410298,NA,C010; 410298; 160288,FALSE,NA,NA,NA,NA,ensembl:ensg00000152939; genatlas:marveld2; hgnc:26401; omim:610572; swissprot:q8n4s9,410298,NA,NA,90636,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
160296,KN motif and ankyrin repeat domains 1,410298,NA,C010; 410298; 160296,FALSE,NA,NA,NA,NA,ensembl:ensg00000107104; genatlas:kank1; hgnc:19309; omim:607704; reactome:q14678; swissprot:q14678,410298,NA,NA,210141,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
160307,mitochondrially encoded tRNA-Trp (UGA/G),410299,NA,C010; 410299; 160307,FALSE,NA,NA,NA,NA,ensembl:ensg00000210117; genatlas:mt-tw; hgnc:7501; omim:590095,410299,NA,NA,550; 255210,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
160311,muscle associated receptor tyrosine kinase,410298,NA,C010; 410298; 160311,FALSE,NA,NA,NA,NA,ensembl:ensg00000030304; genatlas:musk; hgnc:7525; iuphar:1847; omim:601296; reactome:o15146; swissprot:o15146,410298,994,NA,98913,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
160313,myosin IIIA,410298,NA,C010; 410298; 160313,FALSE,NA,NA,NA,NA,ensembl:ensg00000095777; genatlas:myo3a; hgnc:7601; iuphar:2112; omim:606808; swissprot:q8nev4,410298,NA,NA,90636,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
160320,phosphodiesterase 6H,410298,NA,C010; 410298; 160320,FALSE,NA,NA,NA,NA,ensembl:ensg00000139053; genatlas:pde6h; hgnc:8790; iuphar:1317; omim:601190; swissprot:q13956,410298,NA,NA,49382,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
160322,phosphatidylinositol-4-phosphate 5-kinase type 1 gamma,410298,NA,C010; 410298; 160322,FALSE,NA,NA,NA,NA,ensembl:ensg00000186111; genatlas:pip5k1c; hgnc:8996; iuphar:2165; omim:606102; reactome:o60331; swissprot:o60331,410298,NA,NA,137783,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
160327,PITPNM family member 3,410298,NA,C010; 410298; 160327,FALSE,NA,NA,NA,NA,ensembl:ensg00000091622; genatlas:pitpnm3; hgnc:21043; omim:608921; reactome:q9bz71; swissprot:q9bz71,410298,NA,NA,1872,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
160331,phospholamban,410298,NA,C010; 410298; 160331,FALSE,NA,NA,NA,NA,ensembl:ensg00000198523; genatlas:pln; hgnc:9080; omim:172405; reactome:p26678; swissprot:p26678,410298,NA,NA,154,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
160333,pyridoxamine 5'-phosphate oxidase,410298,NA,C010; 410298; 160333,FALSE,NA,NA,NA,NA,ensembl:ensg00000108439; genatlas:pnpo; hgnc:30260; omim:603287; reactome:q9nvs9; swissprot:q9nvs9,410298,79096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
160337,solute carrier family 26 member 5,410298,NA,C010; 410298; 160337,FALSE,NA,NA,NA,NA,ensembl:ensg00000170615; genatlas:slc26a5; hgnc:9359; iuphar:1104; omim:604943; swissprot:p58743,410298,NA,NA,90636,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
1606,1p36 deletion syndrome,377789; 557493,NA,C001; 557493; 377789; 1606,FALSE,NA,NA,"C029 ""15.0"" xsd:float",NA,icd10:q93.5; omim:607872; omim:616975; umls:c1842870,377789; 557493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
1611,OBSOLETE: Deletion 20p,C052,NA,C041; C050; C052; 1611,FALSE,NA,NA,NA,NA,NA,C052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
1617,2q24 microdeletion syndrome,377789; 557493,NA,C001; 557493; 377789; 1617,FALSE,NA,NA,"C024 ""23.0"" xsd:float",NA,icd10:q93.5; mesh:c538316; umls:c2931816,377789; 557493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
162,Cataract-glaucoma syndrome,377789; 557493,NA,C001; 557493; 377789; 162,FALSE,NA,NA,"C024 ""3.0"" xsd:float",NA,icd10:q12.0,377789; 557493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
1620,Distal monosomy 3p,377789; 557493,NA,C001; 557493; 377789; 1620,FALSE,NA,NA,"C024 ""34.0"" xsd:float",NA,icd10:q87.8; omim:613792,377789; 557493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
1621,3q13 microdeletion syndrome,377789; 557493,NA,C001; 557493; 377789; 1621,FALSE,NA,NA,"C024 ""42.0"" xsd:float",NA,icd10:q93.5; mesh:c536808; omim:615433; umls:c2931338,377789; 557493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
1625,OBSOLETE: Deletion 4q,C052,NA,C041; C050; C052; 1625,FALSE,NA,NA,NA,NA,NA,C052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
162516,Isolated congenital nasal pyriform aperture stenosis,377789; 557493,NA,C001; 557493; 377789; 162516,FALSE,NA,NA,NA,NA,icd10:q30.8,377789; 557493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
162521,OBSOLETE: Congenital nasal pyriform aperture stenosis with holoprosencephaly,C052,NA,C041; C050; C052; 162521,FALSE,NA,NA,NA,NA,NA,C052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
162526,Isolated congenital auditory ossicle malformation,377791; 557493,NA,C001; 557493; 377791; 162526,FALSE,NA,NA,NA,NA,icd10:q16.3; icd11:la22.3,377791; 557493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
1627,Deletion 5q35,377789; 557493,NA,C001; 557493; 377789; 1627,FALSE,NA,NA,"C024 ""10.0"" xsd:float",NA,icd10:q93.5,377789; 557493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
